"","dataset","header"
"953",71,"Organisation"
"954",71,"Unit"
"955",71,"Reporting Senior Post"
"956",71,"Grade"
"957",71,"Payscale Minimum (£)"
"958",71,"Payscale Maximum (£)"
"959",71,"Generic Job Title"
"960",71,"Number of Posts in FTE"
"961",71,"Professional/Occupational Group"
"962",72,"Name"
"963",72,"Grade"
"964",72," Job Title "
"965",72,"FTE"
"966",72,"Parent Department"
"967",72,"Organisation"
"968",72,"Unit"
"969",72,"Actual pay floor"
"970",72,"Actual pay ceiling"
"971",72,"Notes"
"972",73,"Post Unique Reference"
"973",73,"Name"
"974",73,"Grade"
"975",73,"Job Title"
"976",73,"Job/Team Function"
"977",73,"Parent Department"
"978",73,"Organisation"
"979",73,"Unit"
"980",73,"Contact Phone"
"981",73,"Contact E-mail"
"982",73,"Reports to Senior Post"
"983",73,"Salary Cost of Reports (£)"
"984",73,"FTE"
"985",73,"Actual Pay Floor (£)"
"986",73,"Actual Pay Ceiling (£)"
"987",73,"V16"
"988",73,"Profession"
"989",73,"Notes"
"990",73,"Valid?"
"991",74,"Post Unique Reference"
"992",74,"Name"
"993",74,"Grade"
"994",74,"Job Title"
"995",74,"Job/Team Function"
"996",74,"Parent Department"
"997",74,"Organisation"
"998",74,"Unit"
"999",74,"Contact Phone"
"1000",74,"Contact E-mail"
"1001",74,"Reports to Senior Post"
"1002",74,"Salary Cost of Reports (£)"
"1003",74,"FTE"
"1004",74,"Actual Pay Floor (£)"
"1005",74,"Actual Pay Ceiling (£)"
"1006",74,"V16"
"1007",74,"Professional/Occupational Group"
"1008",74,"Notes"
"1009",74,"Valid?"
"1010",75,"Post Unique Reference"
"1011",75,"Name"
"1012",75,"Grade (or equivalent)"
"1013",75,"Job Title"
"1014",75,"Job/Team Function"
"1015",75,"Parent Department"
"1016",75,"Organisation"
"1017",75,"Unit"
"1018",75,"Contact Phone"
"1019",75,"Contact E-mail"
"1020",75,"Reports to Senior Post"
"1021",75,"Salary Cost of Reports (£)"
"1022",75,"FTE"
"1023",75,"Actual Pay Floor (£)"
"1024",75,"Actual Pay Ceiling (£)"
"1025",75,"V16"
"1026",75,"Professional/Occupational Group"
"1027",75,"Notes"
"1028",75,"Valid?"
"1029",76,"Post Unique Reference"
"1030",76,"Name"
"1031",76,"Grade (or equivalent)"
"1032",76,"Job Title"
"1033",76,"Job/Team Function"
"1034",76,"Parent Department"
"1035",76,"Organisation"
"1036",76,"Unit"
"1037",76,"Contact Phone"
"1038",76,"Contact E-mail"
"1039",76,"Reports to Senior Post"
"1040",76,"Salary Cost of Reports (£)"
"1041",76,"FTE"
"1042",76,"Actual Pay Floor (£)"
"1043",76,"Actual Pay Ceiling (£)"
"1044",76,"V16"
"1045",76,"Professional/Occupational Group"
"1046",76,"Notes"
"1047",76,"Valid?"
"1048",77,"Parent Department"
"1049",77,"Organisation"
"1050",77,"Unit"
"1051",77,"Reporting SCS post reference"
"1052",77,"Grade"
"1053",77,"Payscale minimum"
"1054",77,"Payscale maximum"
"1055",77,"Generic job title"
"1056",77,"Number of such posts in FTE"
"1057",77,"Notes"
"1058",78,"Parent Department"
"1059",78,"Organisation"
"1060",78,"Unit"
"1061",78,"Reporting Senior Post"
"1062",78,"Grade"
"1063",78,"Payscale Minimum (£)"
"1064",78,"Payscale Maximum (£)"
"1065",78,"Generic Job Title"
"1066",78,"Number of Posts in FTE"
"1067",78,"Profession"
"1068",79,"Parent Department"
"1069",79,"Organisation"
"1070",79,"Unit"
"1071",79,"Reporting Senior Post"
"1072",79,"Grade"
"1073",79,"Payscale Minimum (£)"
"1074",79,"Payscale Maximum (£)"
"1075",79,"Generic Job Title"
"1076",79,"Number of Posts in FTE"
"1077",79,"Professional/Occupational Group"
"1078",80,"Parent Department"
"1079",80,"Organisation"
"1080",80,"Unit"
"1081",80,"Reporting Senior Post"
"1082",80,"Grade"
"1083",80,"Payscale Minimum (£)"
"1084",80,"Payscale Maximum (£)"
"1085",80,"Generic Job Title"
"1086",80,"Number of Posts in FTE"
"1087",80,"Professional/Occupational Group"
"1088",81,"Parent Department"
"1089",81,"Organisation"
"1090",81,"Unit"
"1091",81,"Reporting Senior Post"
"1092",81,"Grade"
"1093",81,"Payscale Minimum (£)"
"1094",81,"Payscale Maximum (£)"
"1095",81,"Generic Job Title"
"1096",81,"Number of Posts in FTE"
"1097",81,"Professional/Occupational Group"
"1098",82,"Parent Department"
"1099",82,"Organisation"
"1100",82,"Unit"
"1101",82,"Reporting Senior Post"
"1102",82,"Grade"
"1103",82,"Payscale Minimum (£)"
"1104",82,"Payscale Maximum (£)"
"1105",82,"Generic Job Title"
"1106",82,"Number of Posts in FTE"
"1107",82,"Professional/Occupational Group"
"1108",83,"Parent Department"
"1109",83,"Organisation"
"1110",83,"Unit"
"1111",83,"Reporting Senior Post"
"1112",83,"Grade"
"1113",83,"Payscale Minimum (£)"
"1114",83,"Payscale Maximum (£)"
"1115",83,"Generic Job Title"
"1116",83,"Number of Posts in FTE"
"1117",83,"Professional/Occupational Group"
"1118",84,"Post Unique Reference"
"1119",84,"Name"
"1120",84,"Grade (or equivalent)"
"1121",84,"Job Title"
"1122",84,"Job/Team Function"
"1123",84,"Parent Department"
"1124",84,"Organisation"
"1125",84,"Unit"
"1126",84,"Contact Phone"
"1127",84,"Contact E-mail"
"1128",84,"Reports to Senior Post"
"1129",84,"Salary Cost of Reports (£)"
"1130",84,"FTE"
"1131",84,"Actual Pay Floor (£)"
"1132",84,"Actual Pay Ceiling (£)"
"1133",84,"Total Pay (£)"
"1134",84,"Professional/Occupational Group"
"1135",84,"Notes"
"1136",84,"Valid?"
"1137",85,"Post Unique Reference"
"1138",85,"Name"
"1139",85,"Grade"
"1140",85,"Job Title"
"1141",85,"Job/Team Function"
"1142",85,"Parent Department"
"1143",85,"Organisation"
"1144",85,"Unit"
"1145",85,"Contact Phone"
"1146",85,"Contact E-mail"
"1147",85,"Reports to Senior Post"
"1148",85,"Salary Cost of Reports (£)"
"1149",85,"FTE"
"1150",85,"Actual Pay Floor (£)"
"1151",85,"Actual Pay Ceiling (£)"
"1152",85,"V16"
"1153",85,"Professional/Occupational Group"
"1154",85,"Notes"
"1155",85,"Valid?"
"1156",86,"Parent Department"
"1157",86,"Organisation"
"1158",86,"Unit"
"1159",86,"Reporting Senior Post"
"1160",86,"Grade"
"1161",86,"Payscale Minimum (£)"
"1162",86,"Payscale Maximum (£)"
"1163",86,"Generic Job Title"
"1164",86,"Number of Posts in FTE"
"1165",86,"Professional/Occupational Group"
"1166",87,"Post Unique Reference"
"1167",87,"Name"
"1168",87,"Grade (or equivalent)"
"1169",87,"Job Title"
"1170",87,"Job/Team Function"
"1171",87,"Parent Department"
"1172",87,"Organisation"
"1173",87,"Unit"
"1174",87,"Contact Phone"
"1175",87,"Contact E-mail"
"1176",87,"Reports to Senior Post"
"1177",87,"Salary Cost of Reports (£)"
"1178",87,"FTE"
"1179",87,"Actual Pay Floor (£)"
"1180",87,"Actual Pay Ceiling (£)"
"1181",87,"V16"
"1182",87,"Professional/Occupational Group"
"1183",87,"Notes"
"1184",87,"Valid?"
"1185",88,"Parent Department"
"1186",88,"Organisation"
"1187",88,"Unit"
"1188",88,"Reporting Senior Post"
"1189",88,"Grade"
"1190",88,"Payscale Minimum (£)"
"1191",88,"Payscale Maximum (£)"
"1192",88,"Generic Job Title"
"1193",88,"Number of Posts in FTE"
"1194",88,"Professional/Occupational Group"
"1195",89,"Post unique reference"
"1196",89,"Name"
"1197",89,"Grade"
"1198",89,"Job Title"
"1199",89,"Job Function"
"1200",89,"Parent Department"
"1201",89,"Organisation"
"1202",89,"Unit"
"1203",89,"e-mail"
"1204",89,"phone"
"1205",89,"Reports To"
"1206",89,"Salary Cost of Reports ( To the nearest £100,000.00)"
"1207",89,"Notes"
"1208",90,"Name"
"1209",90,"V2"
"1210",90,"GRADE"
"1211",90,"Job title"
"1212",90,"FTE"
"1213",90,"Parent Department/Sponsor Department"
"1214",90,"Organisation"
"1215",90,"Unit"
"1216",90,"Actual pay floor"
"1217",90,"Actual pay ceiling"
"1218",90,"Notes"
"1219",91,"Parent Department"
"1220",91,"Organisation"
"1221",91,"Unit"
"1222",91,"Reporting SCS post reference"
"1223",91,"Grade"
"1224",91,"Number of such posts in FTE"
"1225",92,"Post Unique Reference"
"1226",92,"Name"
"1227",92,"Grade"
"1228",92,"Job Title"
"1229",92,"Job/Team Function"
"1230",92,"Parent Department"
"1231",92,"Organisation"
"1232",92,"Unit"
"1233",92,"Contact Phone"
"1234",92,"Contact E-mail"
"1235",92,"Reports to Senior Post"
"1236",92,"Salary Cost of Reports (£)"
"1237",92,"FTE"
"1238",92,"Actual Pay Floor (£)"
"1239",92,"Actual Pay Ceiling (£)"
"1240",92,"V16"
"1241",92,"Professional/Occupational Group"
"1242",92,"Notes"
"1243",92,"Valid?"
"1244",93,"Post Unique Reference"
"1245",93,"Name"
"1246",93,"Grade"
"1247",93,"Job Title"
"1248",93,"Job/Team Function"
"1249",93,"Parent Department"
"1250",93,"Organisation"
"1251",93,"Unit"
"1252",93,"Contact Phone"
"1253",93,"Contact E-mail"
"1254",93,"Reports to Senior Post"
"1255",93,"Salary Cost of Reports (£)"
"1256",93,"FTE"
"1257",93,"Actual Pay Floor (£)"
"1258",93,"Actual Pay Ceiling (£)"
"1259",93,"V16"
"1260",93,"Professional/Occupational Group"
"1261",93,"Notes"
"1262",93,"Valid?"
"1263",94,"Post Unique Reference"
"1264",94,"Name"
"1265",94,"Grade (or equivalent)"
"1266",94,"Job Title"
"1267",94,"Job/Team Function"
"1268",94,"Parent Department"
"1269",94,"Organisation"
"1270",94,"Unit"
"1271",94,"Contact Phone"
"1272",94,"Contact E-mail"
"1273",94,"Reports to Senior Post"
"1274",94,"Salary Cost of Reports (£)"
"1275",94,"FTE"
"1276",94,"Actual Pay Floor (£)"
"1277",94,"Actual Pay Ceiling (£)"
"1278",94,"V16"
"1279",94,"Professional/Occupational Group"
"1280",94,"Notes"
"1281",94,"Valid?"
"1282",95,"Post Unique Reference"
"1283",95,"Name"
"1284",95,"Grade (or equivalent)"
"1285",95,"Job Title"
"1286",95,"Job/Team Function"
"1287",95,"Parent Department"
"1288",95,"Organisation"
"1289",95,"Unit"
"1290",95,"Contact Phone"
"1291",95,"Contact E-mail"
"1292",95,"Reports to Senior Post"
"1293",95,"Salary Cost of Reports (£)"
"1294",95,"FTE"
"1295",95,"Actual Pay Floor (£)"
"1296",95,"Actual Pay Ceiling (£)"
"1297",95,"V16"
"1298",95,"Professional/Occupational Group"
"1299",95,"Notes"
"1300",95,"Valid?"
"1301",96,"Post Unique Reference"
"1302",96,"Name"
"1303",96,"Grade (or equivalent)"
"1304",96,"Job Title"
"1305",96,"Job/Team Function"
"1306",96,"Parent Department"
"1307",96,"Organisation"
"1308",96,"Unit"
"1309",96,"Contact Phone"
"1310",96,"Contact E-mail"
"1311",96,"Reports to Senior Post"
"1312",96,"Salary Cost of Reports (£)"
"1313",96,"FTE"
"1314",96,"Actual Pay Floor (£)"
"1315",96,"Actual Pay Ceiling (£)"
"1316",96,"V16"
"1317",96,"Professional/Occupational Group"
"1318",96,"Notes"
"1319",96,"Valid?"
"1320",97,"Parent Department"
"1321",97,"Organisation"
"1322",97,"Unit"
"1323",97,"Reporting Senior Post"
"1324",97,"Grade"
"1325",97,"Payscale Minimum (£)"
"1326",97,"Payscale Maximum (£)"
"1327",97,"Generic Job Title"
"1328",97,"Number of Posts in FTE"
"1329",97,"Professional/Occupational Group"
"1330",98,"Post Unique Reference"
"1331",98,"Name"
"1332",98,"Grade"
"1333",98,"Job Title"
"1334",98,"Job/Team Function"
"1335",98,"Parent Department"
"1336",98,"Organisation"
"1337",98,"Unit"
"1338",98,"Contact Phone"
"1339",98,"Contact E-mail"
"1340",98,"Reports to Senior Post"
"1341",98,"Salary Cost of Reports (£)"
"1342",98,"FTE"
"1343",98,"Actual Pay Floor (£)"
"1344",98,"Actual Pay Ceiling (£)"
"1345",98,"V16"
"1346",98,"Profession"
"1347",98,"Notes"
"1348",98,"Valid?"
"1349",99,"Parent Department"
"1350",99,"Organisation"
"1351",99,"Unit"
"1352",99,"Reporting Senior Post"
"1353",99,"Grade"
"1354",99,"Payscale Minimum (£)"
"1355",99,"Payscale Maximum (£)"
"1356",99,"Generic Job Title"
"1357",99,"Number of Posts in FTE"
"1358",99,"Profession"
"1359",100,"Post Unique Reference"
"1360",100,"Name"
"1361",100,"Grade (or equivalent)"
"1362",100,"Job Title"
"1363",100,"Job/Team Function"
"1364",100,"Parent Department"
"1365",100,"Organisation"
"1366",100,"Unit"
"1367",100,"Contact Phone"
"1368",100,"Contact E-mail"
"1369",100,"Reports to Senior Post"
"1370",100,"Salary Cost of Reports (£)"
"1371",100,"FTE"
"1372",100,"Actual Pay Floor (£)"
"1373",100,"Actual Pay Ceiling (£)"
"1374",100,"Total Pay (£)"
"1375",100,"Professional/Occupational Group"
"1376",100,"Notes"
"1377",101,"Parent Department"
"1378",101,"Organisation"
"1379",101,"Unit"
"1380",101,"Reporting Senior Post"
"1381",101,"Grade"
"1382",101,"Payscale Minimum (£)"
"1383",101,"Payscale Maximum (£)"
"1384",101,"Generic Job Title"
"1385",101,"Number of Posts in FTE"
"1386",101,"Professional/Occupational Group"
"1387",102,"Parent Department"
"1388",102,"Organisation"
"1389",102,"Unit"
"1390",102,"Reporting Senior Post"
"1391",102,"Grade"
"1392",102,"Payscale Minimum (£)"
"1393",102,"Payscale Maximum (£)"
"1394",102,"Generic Job Title"
"1395",102,"Number of Posts in FTE"
"1396",102,"Profession"
"1397",103,"Parent Department"
"1398",103,"Organisation"
"1399",103,"Unit"
"1400",103,"Reporting Senior Post"
"1401",103,"Grade"
"1402",103,"Payscale Minimum (£)"
"1403",103,"Payscale Maximum (£)"
"1404",103,"Generic Job Title"
"1405",103,"Number of Posts in FTE"
"1406",103,"Professional/Occupational Group"
"1407",104,"Post Unique Reference"
"1408",104,"Name"
"1409",104,"Grade (or equivalent)"
"1410",104,"Job Title"
"1411",104,"Job/Team Function"
"1412",104,"Parent Department"
"1413",104,"Organisation"
"1414",104,"Unit"
"1415",104,"Contact Phone"
"1416",104,"Contact E-mail"
"1417",104,"Reports to Senior Post"
"1418",104,"Salary Cost of Reports (£)"
"1419",104,"FTE"
"1420",104,"Actual Pay Floor (£)"
"1421",104,"Actual Pay Ceiling (£)"
"1422",104,"V16"
"1423",104,"Professional/Occupational Group"
"1424",104,"Notes"
"1425",104,"Valid?"
"1426",105,"Post Unique Reference"
"1427",105,"Name"
"1428",105,"Grade (or equivalent)"
"1429",105,"Job Title"
"1430",105,"Job/Team Function"
"1431",105,"Parent Department"
"1432",105,"Organisation"
"1433",105,"Unit"
"1434",105,"Contact Phone"
"1435",105,"Contact E-mail"
"1436",105,"Reports to Senior Post"
"1437",105,"Salary Cost of Reports (£)"
"1438",105,"FTE"
"1439",105,"Actual Pay Floor (£)"
"1440",105,"Actual Pay Ceiling (£)"
"1441",105,"V16"
"1442",105,"Professional/Occupational Group"
"1443",105,"Notes"
"1444",105,"Valid?"
"1445",106,"Parent Department"
"1446",106,"Organisation"
"1447",106,"Unit"
"1448",106,"Reporting Senior Post"
"1449",106,"Grade"
"1450",106,"Payscale Minimum (£)"
"1451",106,"Payscale Maximum (£)"
"1452",106,"Generic Job Title"
"1453",106,"Number of Posts in FTE"
"1454",106,"Professional/Occupational Group"
"1455",107,"Parent Department"
"1456",107,"Organisation"
"1457",107,"Unit"
"1458",107,"Reporting Senior Post"
"1459",107,"Grade"
"1460",107,"Payscale Minimum (£)"
"1461",107,"Payscale Maximum (£)"
"1462",107,"Generic Job Title"
"1463",107,"Number of Posts in FTE"
"1464",107,"Professional/Occupational Group"
"1465",108,"Post Unique Reference"
"1466",108,"Name"
"1467",108,"Grade (or equivalent)"
"1468",108,"Job Title"
"1469",108,"Job/Team Function"
"1470",108,"Parent Department"
"1471",108,"Organisation"
"1472",108,"Unit"
"1473",108,"Contact Phone"
"1474",108,"Contact E-mail"
"1475",108,"Reports to Senior Post"
"1476",108,"Salary Cost of Reports (£)"
"1477",108,"FTE"
"1478",108,"Actual Pay Floor (£)"
"1479",108,"Actual Pay Ceiling (£)"
"1480",108,"Professional/Occupational Group"
"1481",108,"Notes"
"1482",108,"Valid?"
"1483",109,"Post Unique Reference"
"1484",109,"Name"
"1485",109,"Grade (or equivalent)"
"1486",109,"Job Title"
"1487",109,"Job/Team Function"
"1488",109,"Parent Department"
"1489",109,"Organisation"
"1490",109,"Unit"
"1491",109,"Contact Phone"
"1492",109,"Contact E-mail"
"1493",109,"Reports to Senior Post"
"1494",109,"Salary Cost of Reports (£)"
"1495",109,"FTE"
"1496",109,"Actual Pay Floor (£)"
"1497",109,"Actual Pay Ceiling (£)"
"1498",109,"V16"
"1499",109,"Professional/Occupational Group"
"1500",109,"Notes"
"1501",109,"Valid?"
"1502",110,"Parent Department"
"1503",110,"Organisation"
"1504",110,"Unit"
"1505",110,"Reporting Senior Post"
"1506",110,"Grade"
"1507",110,"Payscale Minimum (£)"
"1508",110,"Payscale Maximum (£)"
"1509",110,"Generic Job Title"
"1510",110,"Number of Posts in FTE"
"1511",110,"Professional/Occupational Group"
"1512",111,"Post Unique Reference"
"1513",111,"Name"
"1514",111,"Grade (or equivalent)"
"1515",111,"Job Title"
"1516",111,"Job/Team Function"
"1517",111,"Parent Department"
"1518",111,"Organisation"
"1519",111,"Unit"
"1520",111,"Contact Phone"
"1521",111,"Contact E-mail"
"1522",111,"Reports to Senior Post"
"1523",111,"Salary Cost of Reports (£)"
"1524",111,"FTE"
"1525",111,"Actual Pay Floor (£)"
"1526",111,"Actual Pay Ceiling (£)"
"1527",111,"V16"
"1528",111,"Professional/Occupational Group"
"1529",111,"Notes"
"1530",111,"Valid?"
"1531",112,"Parent Department"
"1532",112,"Organisation"
"1533",112,"Unit"
"1534",112,"Reporting Senior Post"
"1535",112,"Grade"
"1536",112,"Payscale Minimum (£)"
"1537",112,"Payscale Maximum (£)"
"1538",112,"Generic Job Title"
"1539",112,"Number of Posts in FTE"
"1540",112,"Professional/Occupational Group"
"1541",113,"Department Family"
"1542",113,"Entity"
"1543",113,"Date"
"1544",113,"Expense Type"
"1545",113,"Expense Area"
"1546",113,"Supplier Name"
"1547",113,"Transaction Reference"
"1548",113,"Amount"
"1549",113,"VAT Registration Number"
"1550",114,"Department Family"
"1551",114,"Entity"
"1552",114,"Date"
"1553",114,"Expense Type"
"1554",114,"Expense Area"
"1555",114,"Supplier Name"
"1556",114,"Transaction Reference"
"1557",114,"Amount"
"1558",114,"VAT Registration Number"
"1559",115,"Department Family"
"1560",115,"Entity"
"1561",115,"Date"
"1562",115,"Expense Type"
"1563",115,"Expense Area"
"1564",115,"Supplier Name"
"1565",115,"Transaction Reference"
"1566",115,"Amount"
"1567",115,"VAT Registration Number"
"1568",116,"Department Family"
"1569",116,"Entity"
"1570",116,"Date"
"1571",116,"Expense Type"
"1572",116,"Expense Area"
"1573",116,"Supplier Name"
"1574",116,"Transaction Reference"
"1575",116,"Amount"
"1576",116,"VAT Registration Number"
"1577",117,"Department Family"
"1578",117,"Entity"
"1579",117,"Date"
"1580",117,"Expense Type"
"1581",117,"Expense Area"
"1582",117,"Supplier Name"
"1583",117,"Transaction Reference"
"1584",117,"Amount"
"1585",117,"VAT Registration Number"
"1586",118,"Department Family"
"1587",118,"Entity"
"1588",118,"Date"
"1589",118,"Expense Type"
"1590",118,"Expense Area"
"1591",118,"Supplier Name"
"1592",118,"Transaction Reference"
"1593",118,"Amount"
"1594",118,"VAT Registration Number"
"1595",119,"Department Family"
"1596",119,"Entity"
"1597",119,"Date"
"1598",119,"Expense Type"
"1599",119,"Expense Area"
"1600",119,"Supplier Name"
"1601",119,"Transaction Reference"
"1602",119,"Amount"
"1603",119,"VAT Registration Number"
"1604",120,"Department Family"
"1605",120,"Entity"
"1606",120,"Date"
"1607",120,"Expense Type"
"1608",120,"Expense Area"
"1609",120,"Supplier Name"
"1610",120,"Transaction Reference"
"1611",120,"Amount"
"1612",120,"VAT Registration Number"
"1613",121,"Department Family"
"1614",121,"Entity"
"1615",121,"Date"
"1616",121,"Expense Type"
"1617",121,"Expense Area"
"1618",121,"Supplier Name"
"1619",121,"Transaction Reference"
"1620",121,"Amount"
"1621",121,"VAT Registration Number"
"1622",122,"Department Family"
"1623",122,"Entity"
"1624",122,"Date"
"1625",122,"Expense Type"
"1626",122,"Expense Area"
"1627",122,"Supplier Name"
"1628",122,"Transaction Reference"
"1629",122,"Amount"
"1630",122,"VAT Registration Number"
"1631",123,"Department Family"
"1632",123,"Entity"
"1633",123,"Date"
"1634",123,"Expense Type"
"1635",123,"Expense Area"
"1636",123,"Supplier Name"
"1637",123,"Transaction Reference"
"1638",123,"Amount"
"1639",123,"VAT Registration Number"
"1640",124,"Department Family"
"1641",124,"Entity"
"1642",124,"Payment Date"
"1643",124,"Expense Type"
"1644",124,"Expense Area"
"1645",124,"Supplier"
"1646",124,"Transaction Number"
"1647",124,"Amount"
"1648",124,"Invoice Description"
"1649",124,"Postal Code"
"1650",124,"Programme, Admin or Capital Expenditure"
"1651",125,"Department Family"
"1652",125,"Entity"
"1653",125,"Payment Date"
"1654",125,"Expense type"
"1655",125,"Expense Area"
"1656",125,"Supplier"
"1657",125,"Transaction Number"
"1658",125,"Amount"
